REGION,TECHNOLOGY,RUN,VALUE
E06000005,Building eff. measures (high),nz-2050_hp-00,1.0503487349552438e-06
E06000005,Building eff. measures (high),nz-2050_hp-01,2.883470227518508e-05
E06000005,Building eff. measures (low),nz-2040_hp-00,225.87890292752581
E06000005,Building eff. measures (low),nz-2040_hp-01,217.7494952969741
E06000005,Building eff. measures (low),nz-2045_hp-00,225.3832812610569
E06000005,Building eff. measures (low),nz-2045_hp-01,211.04168122485578
E06000005,Building eff. measures (low),nz-2050_hp-00,37.89340334052587
E06000005,Building eff. measures (low),nz-2050_hp-01,394.395607527859
E06000005,Building eff. measures (mid),nz-2040_hp-00,5.543658365137198e-05
E06000005,Building eff. measures (mid),nz-2040_hp-01,3.5171002281187994e-05
E06000005,Building eff. measures (mid),nz-2045_hp-00,3.755301916026282e-05
E06000005,Building eff. measures (mid),nz-2045_hp-01,2.7357394291233712e-05
E06000005,Building eff. measures (mid),nz-2050_hp-00,1.995262499204287e-06
E06000005,Building eff. measures (mid),nz-2050_hp-01,5.5872222934375004e-05
E06000005,BEST,nz-2040_hp-00,1082.1048516729588
E06000005,BEST,nz-2040_hp-01,1076.6619681172697
E06000005,BEST,nz-2045_hp-00,1077.311955021737
E06000005,BEST,nz-2045_hp-01,1087.3081713076012
E06000005,BEST,nz-2050_hp-00,1087.3082036549752
E06000005,BEST,nz-2050_hp-01,1087.3081786600233
E06000005,Biomass boiler,nz-2040_hp-00,11.486831300399302
E06000005,Biomass boiler,nz-2040_hp-01,13.591171199943048
E06000005,Biomass boiler,nz-2045_hp-00,14.088006548726037
E06000005,Biomass boiler,nz-2045_hp-01,12.740448495443124
E06000005,Biomass boiler,nz-2050_hp-00,12.499975428730844
E06000005,Biomass boiler,nz-2050_hp-01,13.263785376460604
E06000005,Electric resistance heater,nz-2040_hp-00,1482.5079313020346
E06000005,Electric resistance heater,nz-2040_hp-01,461.95880562185204
E06000005,Electric resistance heater,nz-2045_hp-00,762.3993804273539
E06000005,Electric resistance heater,nz-2045_hp-01,1077.8041953355826
E06000005,Electric resistance heater,nz-2050_hp-00,2514.696629931006
E06000005,Electric resistance heater,nz-2050_hp-01,9559.487202730448
E06000005,Electric storage heater,nz-2040_hp-00,137.70717440883752
E06000005,Electric storage heater,nz-2040_hp-01,143.75936977328948
E06000005,Electric storage heater,nz-2045_hp-00,145.72826363188847
E06000005,Electric storage heater,nz-2045_hp-01,137.5127758847634
E06000005,Electric storage heater,nz-2050_hp-00,150.24079703323156
E06000005,Electric storage heater,nz-2050_hp-01,139.6021835716585
E06000005,Ground-source HP,nz-2040_hp-00,940.3671417790237
E06000005,Ground-source HP,nz-2040_hp-01,398.81430538814794
E06000005,Ground-source HP,nz-2045_hp-00,1339.79101101272
E06000005,Ground-source HP,nz-2045_hp-01,1168.3958179318493
E06000005,Ground-source HP,nz-2050_hp-00,3.1220046624196156
E06000005,Ground-source HP,nz-2050_hp-01,3.1222909417541356
E06000005,H2 boiler,nz-2040_hp-00,25.422581097083466
E06000005,H2 boiler,nz-2040_hp-01,1578.4275240996546
